id 	 symbal	     lable	     description
12041 	 /m/0ffmp 	 Odessa	 city in Ukraine, the administrative center of the Odessa Oblast 
12042 	 /m/0fg04 	 Sleepy Hollow	 1999 film by Tim Burton 
12043 	 /m/0fg1g 	 Haifa	 city in Israel 
12044 	 /m/0fg6k 	 Luton	 large town in Bedfordshire, England 
12045 	 /m/0fg_hg 	 Dalip Tahil	 Indian actor 
12046 	 /m/0fgg4 	 Jennifer Connelly	 American actress 
12047 	 /m/0fgg8c 	 Washington Huskies football	 None 
12048 	 /m/0fgj2 	 Buckinghamshire	 ceremonial county in England (use Q21694636 for administrative non-metropolitan county) 
12049 	 /m/0fgpvf 	 Girl with a Pearl Earring	 2003 Drama film directed by Peter Webber 
12050 	 /m/0fgrm 	 Mulan	 1998 American animated musical action-comedy-drama film produced by Walt Disney Feature Animation 
12051 	 /m/0fgsq2 	 art dealer	 person that buys and sells works of art 
12052 	 /m/0fh2v5 	 Children of Men	 2006 film by Alfonso Cuarón 
12053 	 /m/0fh694 	 Michael Clayton	 2007 American legal thriller film 
12054 	 /m/0fhmf 	 Linz	 capital city of Upper Austria, Austria 
12055 	 /m/0fhmy 	 Innsbruck	 federated state capital of Tyrol, Austria 
12056 	 /m/0fhnf 	 Salzburg	 state of Austria 
12057 	 /m/0fhp9 	 Vienna	 capital and one of nine States of Austria 
12058 	 /m/0fhpv4 	 Broadcast Film Critics Association Award for Best Composer	 None 
12059 	 /m/0fhsz 	 Naples	 city in Campania, Italy 
12060 	 /m/0fht9f 	 LSU Tigers football	 football team of Louisiana State University 
12061 	 /m/0fhxv 	 Peter Gabriel	 English singer-songwriter, record producer and humanitarian 
12062 	 /m/0fhzf 	 Belgrade	 Republic of Serbia capital 
12063 	 /m/0fhzwl 	 Dexter	 American television series 
12064 	 /m/0fhzy 	 Zagreb	 capital city of Croatia 
12065 	 /m/0fj45 	 Governor-General	 vice-regal representative of a monarch in an independent realm or a major colonial state 
12066 	 /m/0fj52s 	 carrot	 root vegetable, usually orange in color 
12067 	 /m/0fj9f 	 politician	 person involved in politics, person who holds or seeks positions in government 
12068 	 /m/0fjcgg 	 Tuvalu national football team	 national association football team 
12069 	 /m/0fjfh 	 Capsicum	 genus of plants 
12070 	 /m/0fjsl 	 Trieste	 city and seaport in northeastern Italy 
12071 	 /m/0fjyzt 	 The Quiet American	 2002 film by Phillip Noyce 
12072 	 /m/0fjzsy 	 Ohio State Buckeyes football	 football team of Ohio State University 
12073 	 /m/0fk0xk 	 36th Academy Awards	 None 
12074 	 /m/0fk1z 	 Hispanic	 people of or descended from a Spanish-speaking culture 
12075 	 /m/0fk3s 	 Sioux	 Native American and First Nations people in North America 
12076 	 /m/0fk98 	 Thiruvananthapuram	 South Indian city, capital of Kerala state 
12077 	 /m/0fkbh 	 Kozhikode	 city in Kerala 
12078 	 /m/0fkh6 	 Orange County	 county in New York, United States 
12079 	 /m/0fkhl 	 Oswego County	 county in New York, United States 
12080 	 /m/0fkhz 	 Otsego County	 county in New York, United States 
12081 	 /m/0fkvn 	 governor	 governing official 
12082 	 /m/0fkwzs 	 Phineas and Ferb	 American animated comedy-musical television series 
12083 	 /m/0fkx3 	 premier	 general title for the head of government in some countries, states and sub-national governments 
12084 	 /m/0fkzq 	 lieutenant governor	 general title for high officer of state 
12085 	 /m/0fl2s 	 Kochi	 city in India 
12086 	 /m/0flbm 	 Douglas County	 county in Colorado 
12087 	 /m/0flddp 	 Henry King	 American film director 
12088 	 /m/0flj39 	 Viju Khote	 Indian actor 
12089 	 /m/0flpy 	 Barry White	 American singer-songwriter 
12090 	 /m/0flry 	 Hundred Years' War	 series of conflicts from 1337 to 1453 between France and England 
12091 	 /m/0flsf 	 Arnhem	 municipality in the Netherlands and capital city of Gelderland 
12092 	 /m/0fltx 	 obesity	 medical condition in which excess body fat harms health 
12093 	 /m/0flw6 	 Jeff Bridges	 American actor, singer-songwriter and producer 
12094 	 /m/0flw86 	 Islam	 monotheistic religion founded by Muhammad and based on the teachings of the Quran 
12095 	 /m/0fm2_ 	 Kingston upon Hull	 city in the East Riding of Yorkshire, England 
12096 	 /m/0fm3b5 	 Goya Award for Best Film	 None 
12097 	 /m/0fm3h2 	 Goya Award for Best Actor	 None 
12098 	 /m/0fm3kw 	 Goya Award for Best Actress	 award 
12099 	 /m/0fm3nb 	 Goya Award for Best Supporting Actress	 None 
12100 	 /m/0fm6m8 	 US Boulogne	 French association football team 
12101 	 /m/0fm7s 	 Bergen	 city in Hordaland, Norway 
12102 	 /m/0fm9_ 	 Rockland County	 suburban county in New York, United States 
12103 	 /m/0fmc5 	 Saratoga County	 county in New York, United States 
12104 	 /m/0fmqp6 	 Edward Carfagno	 American fencer 
12105 	 /m/0fms83 	 Goya Award for Best Director	 award 
12106 	 /m/0fmtd 	 puppet	 inanimate object or representational figure animated or manipulated by an entertainer 
12107 	 /m/0fmyd 	 Abidjan	 city and the former official capital of Ivory Coast 
12108 	 /m/0fn2g 	 Bangkok	 capital of Thailand 
12109 	 /m/0fn5bx 	 Jayma Mays	 actress 
12110 	 /m/0fn7r 	 Colombo	 commercial capital of Sri Lanka 
12111 	 /m/0fn8jc 	 Cory Monteith	 Canadian actor and musician 
12112 	 /m/0fnb4 	 Dhaka	 capital of Bangladesh 
12113 	 /m/0fnc_ 	 Freetown	 capital of Sierra Leone 
12114 	 /m/0fnff 	 Hanoi	 capital of Vietnam 
12115 	 /m/0fngf 	 Harare	 capital of Zimbabwe 
12116 	 /m/0fngy 	 Kampala	 capital of Uganda 
12117 	 /m/0fnm3 	 Georgetown	 capital city of Guyana 
12118 	 /m/0fnmz 	 California State University	 public university system in California, United States 
12119 	 /m/0fnpj 	 keyboardist	 musician who plays keyboard instruments 
12120 	 /m/0fnx1 	 Charlottetown	 province capital of Prince Edward Island, Canada 
12121 	 /m/0fnyc 	 Accra	 capital city of Ghana 
12122 	 /m/0fp5z 	 Limerick	 city in Ireland in the province of Munster 
12123 	 /m/0fp_v1x 	 Stewart Copeland	 American musician; drummer of The Police 
12124 	 /m/0fp_xp 	 Jermaine Easter	 footballer 
12125 	 /m/0fpgp26 	 Ice Age: Continental Drift	 2012 American animated film 
12126 	 /m/0fphf3v 	 New Year's Eve	 2011 film by Garry Marshall 
12127 	 /m/0fphgb 	 Lucky Numbers	 2000 film by Nora Ephron 
12128 	 /m/0fpj4lx 	 Tom Morello	 American guitarist and singer-songwriter 
12129 	 /m/0fpj9pm 	 Ben Gibbard	 American singer, songwriter and guitarist 
12130 	 /m/0fpjd_g 	 Chick Corea	 American jazz and fusion pianist, keyboardist, and composer 
12131 	 /m/0fpjyd 	 Christopher Young	 American film score and television composer 
12132 	 /m/0fpkhkz 	 Melancholia	 2011 film by Lars von Trier 
12133 	 /m/0fpkxfd 	 2011 Sundance Film Festival	 2011 film festival edition 
12134 	 /m/0fplg 	 Tompkins County	 county in New York 
12135 	 /m/0fplv 	 Sullivan County	 county in New York 
12136 	 /m/0fpmrm3 	 Take Shelter	 2011 film by Jeff Nichols 
12137 	 /m/0fpn8 	 Ulster County	 county in New York 
12138 	 /m/0fpv_3_ 	 Life of Pi	 2012 film by Ang Lee 
12139 	 /m/0fpxp 	 Hollywood Squares	 None 
12140 	 /m/0fpzt5 	 Orson Scott Card	 American science fiction novelist 
12141 	 /m/0fpzwf 	 Minneapolis	 county seat in Hennepin County, Minnesota, United States 
12142 	 /m/0fpzzp 	 Linux	 operating system family that use the Linux kernel 
12143 	 /m/0fq117k 	 Tom Petty	 American musician 
12144 	 /m/0fq27fp 	 Wuthering Heights	 2011 film by Andrea Arnold 
12145 	 /m/0fq5j 	 Kuwait City	 capital of Kuwait 
12146 	 /m/0fq7dv_ 	 Saw	 2004 film by James Wan 
12147 	 /m/0fq8f 	 Luxembourg	 capital city of the country Luxembourg 
12148 	 /m/0fq9zcx 	 BIFA Award for Best Supporting Actress	 None 
12149 	 /m/0fq9zdn 	 BIFA Award for Best Performance by an Actress in a British Independent Film	 None 
12150 	 /m/0fq9zdv 	 BIFA Award for Best British Independent Film	 None 
12151 	 /m/0fqg8 	 Nicosia	 capital city of Cyprus 
12152 	 /m/0fqjhm 	 Penn Badgley	 American actor 
12153 	 /m/0fqjks 	 John DeCuir	 American art director 
12154 	 /m/0fqnzts 	 AACTA Award for Best Guest or Supporting Actress in a Television Drama	 None 
12155 	 /m/0fqp6zk 	 Bengali Hindus	 None 
12156 	 /m/0fqpc7d 	 Satellite Awards 2010	 None 
12157 	 /m/0fqpg6b 	 AACTA Award for Best Guest or Supporting Actor in a Television Drama	 None 
12158 	 /m/0fqt1ns 	 The Amazing Spider-Man	 2012 American superhero film 
12159 	 /m/0fqww 	 Drenthe	 province of the Netherlands 
12160 	 /m/0fqxc 	 Overijssel	 province of the Netherlands 
12161 	 /m/0fqxw 	 Gelderland	 province of the Netherlands 
12162 	 /m/0fqy4p 	 Paramount Vantage	 specialty film division of Paramount Pictures 
12163 	 /m/0fqyc 	 North Holland	 province of the Netherlands 
12164 	 /m/0fqyzz 	 Robert Lantos	 Canadian film producer 
12165 	 /m/0fqz6 	 Cajun	 ethnic group mainly living in the U.S. state of Louisiana 
12166 	 /m/0fr0t 	 Tucson	 county seat of Pima County, Arizona, United States 
12167 	 /m/0fr59 	 Cecil County	 county in Maryland, United States 
12168 	 /m/0fr5p 	 Harford County	 county in the U.S. state of Maryland 
12169 	 /m/0fr61 	 Charles County	 county in Maryland, United States 
12170 	 /m/0fr63l 	 Mighty Joe Young	 1998 American adventure film based on the 1949 American film 
12171 	 /m/0fr7nt 	 Sayaji Shinde	 Indian actor 
12172 	 /m/0fr9jp 	 Beverly Hills High School	 major public high school in Beverly Hills, California 
12173 	 /m/0fr_b 	 Panama City	 capital of Panamá 
12174 	 /m/0fr_v 	 Paramaribo	 capital of Suriname 
12175 	 /m/0frf6 	 Clinton County	 county in Pennsylvania, United States 
12176 	 /m/0frm7n 	 Penn State Nittany Lions football	 football team of Penn State University 
12177 	 /m/0frmb1 	 John Madden	 U.S. American football player and coach 
12178 	 /m/0frnff 	 Ferris Webster	 American film editor 
12179 	 /m/0frpd5 	 Marthand K. Venkatesh	 Indian film editor 
12180 	 /m/0frq6 	 pork	 meat from a pig 
12181 	 /m/0frsw 	 The Police	 English rock band 
12182 	 /m/0frz0 	 economist	 professional in the social science discipline of economics 
12183 	 /m/0fs1v 	 Port-au-Prince	 capital of Haiti 
12184 	 /m/0fs29 	 Port of Spain	 capital of Trinidad and Tobago 
12185 	 /m/0fs44 	 Rabat	 capital of Morocco 
12186 	 /m/0fs54 	 Yangon	 former capital of Myanmar (Burma) and the current capital of Yangon Region 
12187 	 /m/0fs9jn 	 Stephen McHattie	 Canadian actor 
12188 	 /m/0fs9vc 	 The Princess and the Frog	 2009 American animated musical romantic fantasy film by Disney 
12189 	 /m/0fs_s 	 Brno	 city in the Czech Republic 
12190 	 /m/0fsb8 	 Charlotte	 county seat of Mecklenburg County,  North Carolina, United States 
12191 	 /m/0fsb_6 	 Michigan Wolverines football	 football team of the University of Michigan 
12192 	 /m/0fsd9t 	 Mansfield Park	 1999 film by Patricia Rozema 
12193 	 /m/0fsm8c 	 Paul Dano	 American actor 
12194 	 /m/0fsmy 	 Tashkent	 Capital and largest city of Uzbekistan 
12195 	 /m/0fsv2 	 Flagstaff	 city in Arizona, USA 
12196 	 /m/0fsw_7 	 Thunderball	 1965 James Bond film by Terence Young 
12197 	 /m/0fsyx 	 The Cure	 English rock band 
12198 	 /m/0ft0s 	 Basra	 capital of Basra Governorate, in southern Iraq 
12199 	 /m/0ft18 	 Casablanca	 1942 film by Michael Curtiz 
12200 	 /m/0ft5vs 	 Michigan State Spartans football	 None 
12201 	 /m/0ft7sr 	 Tony Walton	 British scenic designer 
12202 	 /m/0ftccy 	 Purdue Boilermakers football	 football team of Purdue University 
12203 	 /m/0ftf0f 	 Florida Gators football	 football team of the University of Florida 
12204 	 /m/0ftfw 	 San Salvador	 capital of El Salvador 
12205 	 /m/0fthdk 	 Dakota Fanning	 American actress 
12206 	 /m/0fthl 	 Santo Domingo	 capital of the Dominican Republic 
12207 	 /m/0ftjx 	 Sofia	 capital city of Bulgaria 
12208 	 /m/0ftkx 	 Taipei	 capital of Taiwan 
12209 	 /m/0ftlkg 	 34th Academy Awards	 None 
12210 	 /m/0ftlx 	 Tehran	 capital of Iran 
12211 	 /m/0ftlxj 	 33rd Academy Awards	 None 
12212 	 /m/0ftn8 	 Tunis	 capital city of Tunisia 
12213 	 /m/0ftns 	 Valletta	 capital of Malta 
12214 	 /m/0ftps 	 Rick Wakeman	 English keyboardist, songwriter, television and radio presenter, and author 
12215 	 /m/0ftqr 	 Nobuo Uematsu	 Japanese video game composer 
12216 	 /m/0fttg 	 Montgomery	 capital city of state of Alabama, United States; county seat of Montgomery County, Alabama 
12217 	 /m/0ftvg 	 Little Rock	 capital city of the U.S. state of Arkansas 
12218 	 /m/0ftvz 	 Tallahassee	 county seat of Leon County, Florida, USA and Florida federated state capital city 
12219 	 /m/0ftxc 	 Springfield	 county seat in Sangamon County, Illinois, USA and Illinois federated state capital city 
12220 	 /m/0ftxw 	 Indianapolis	 county seat in Marion County, Indiana, USA and Indiana federated state capital city 
12221 	 /m/0ftyc 	 Topeka	 capital city of the state of Kansas, United States; county seat of Shawnee County, Kansas 
12222 	 /m/0fv4v 	 Ivory Coast	 country in Africa 
12223 	 /m/0fv6dr 	 Marc Joseph	 footballer 
12224 	 /m/0fv89q 	 28th Academy Awards	 None 
12225 	 /m/0fv_t 	 Columbia	 capital city of the state of South Carolina, United States 
12226 	 /m/0fvd03 	 University of Westminster	 public research university located in London, United Kingdom 
12227 	 /m/0fvf9q 	 Scott Rudin	 American film producer 
12228 	 /m/0fvly 	 Newcastle United F.C.	 English professional association football club 
12229 	 /m/0fvppk 	 Icon Productions	 American production company 
12230 	 /m/0fvr1 	 Donnie Darko	 2001 film by Richard Kelly 
12231 	 /m/0fvt2 	 Stephen Baxter	 British writer known for hard science fiction 
12232 	 /m/0fvvg 	 Frankfort	 county seat city in Franklin County, Kentucky, USA and Kentucky federated state capital city 
12233 	 /m/0fvvz 	 Baton Rouge	 capital of the state of Louisiana, United States; parish seat of  East Baton Rouge Parish, Louisiana 
12234 	 /m/0fvwg 	 Annapolis	 county seat in Anne Arundel County, Maryland, USA and Maryland federated state capital city 
12235 	 /m/0fvwz 	 Jefferson City	 capital city of the U.S. state of Missouri 
12236 	 /m/0fvxg 	 Helena	 county seat in Lewis and Clark County, Montana, USA and Montana federated state capital city 
12237 	 /m/0fvxz 	 Trenton	 county seat in Mercer County, New Jersey, USA and New Jerseys federated state capital city 
12238 	 /m/0fvyg 	 Raleigh	 capital city of state of North Carolina, United States; county seat of Wake County, North Carolina 
12239 	 /m/0fvyz 	 Bismarck	 city in and state capital of North Dakota, United States; county seat of Burleigh County 
12240 	 /m/0fvzg 	 Oklahoma City	 capital city of state of Oklahoma, United States; county seat of Oklahoma County, Oklahoma 
12241 	 /m/0fvzz 	 Harrisburg	 county seat in Dauphin County, Pennsylvania, United States and Pennsylvania federated state capital city 
12242 	 /m/0fw1y 	 Olympia	 county seat in Thurston County, Washington, USA and Washington federated state capital city 
12243 	 /m/0fw2d3 	 Didier Six	 French footballer 
12244 	 /m/0fw2f 	 Charleston, West Virginia	 capital city of state of West Virginia, United States; county seat of Kanawha County, West Virginia 
12245 	 /m/0fw2y 	 Madison	 city in and state capital of Wisconsin, United States 
12246 	 /m/0fw3f 	 Cheyenne	 county seat in Laramie County, Wyoming, USA and Wyomings federated state capital city 
12247 	 /m/0fw4v 	 San Juan	 capital of Puerto Rico 
12248 	 /m/0fw9n7 	 Wisconsin Badgers football	 football team of the University of Wisconsin 
12249 	 /m/0fw9vx 	 Olympiacos B.C.	 basketball team 
12250 	 /m/0fwc0 	 Norfolk	 city in commonwealth of Virginia, United States 
12251 	 /m/0fwdr 	 Metz	 commune in Moselle, France 
12252 	 /m/0fwwkj 	 Virginia Tech Hokies football	 None 
12253 	 /m/0fwy0h 	 Savannah Guthrie	 American journalist and attorney 
12254 	 /m/0fx02 	 Ian Fleming	 English author, journalist and naval intelligence officer 
12255 	 /m/0fx0j2 	 Helen Rose	 American costume designer 
12256 	 /m/0fx0mw 	 Michael K. Williams	 American actor 
12257 	 /m/0fx2s 	 tragedy	 form of drama based on human suffering that invokes an accompanying catharsis or pleasure in audiences 
12258 	 /m/0fx80y 	 plucked string instrument	 belong to the group of string instruments 
12259 	 /m/0fxgg9 	 sophisti-pop	 music genre 
12260 	 /m/0fxkr 	 Marion County	 county in Florida, United States of America 
12261 	 /m/0fxky3 	 Alec Berg	 American writer 
12262 	 /m/0fxmbn 	 The Man with the Golden Gun	 1974 film by Guy Hamilton 
12263 	 /m/0fxrk 	 Hokkaidō	 one of the main islands of Japan 
12264 	 /m/0fxwx 	 Montgomery County	 county in Texas, US 
12265 	 /m/0fxyd 	 Montgomery County	 county in Pennsylvania, United States 
12266 	 /m/0fxz4 	 Montgomery County	 county in Ohio, US 
12267 	 /m/0fy2s1 	 Sukumari	 Indian film actress 
12268 	 /m/0fy34l 	 A Simple Plan	 1998 film by Sam Raimi 
12269 	 /m/0fy59t 	 13th Academy Awards	 None 
12270 	 /m/0fy66 	 The Manchurian Candidate	 1962 film by John Frankenheimer 
12271 	 /m/0fy6bh 	 29th Academy Awards	 None 
12272 	 /m/0fy91 	 drag queen	 man who dresses and acts with exaggerated femininity for performance purposes 
12273 	 /m/0fydw 	 Antwerp	 city in the province of Antwerp, Belgium 
12274 	 /m/0fz0c2 	 14th Academy Awards	 None 
12275 	 /m/0fz20l 	 16th Academy Awards	 None 
12276 	 /m/0fz27v 	 Bernie Brillstein	 film producer 
12277 	 /m/0fz2y7 	 31st Academy Awards	 None 
12278 	 /m/0fz3b1 	 Superbad	 2007 film by Greg Mottola 
12279 	 /m/0fzb5 	 psychic	 person who claims to use extrasensory perception to identify information hidden from the normal senses 
12280 	 /m/0fzjh 	 L-Tryptophan	 chemical compound 
12281 	 /m/0fzm0g 	 A Midsummer Night's Dream	 1999 film by Michael Hoffman 
12282 	 /m/0fzrhn 	 21st Academy Awards	 None 
12283 	 /m/0fzrtf 	 30th Academy Awards	 None 
12284 	 /m/0fzs6w 	 North Carolina FC	 soccer team based in the Research Triangle area 
12285 	 /m/0fztbq 	 On Her Majesty's Secret Service	 1969 film by Peter R. Hunt 
12286 	 /m/0fzyg 	 aviation	 design, development, production, operation and use of aircraft 
12287 	 /m/0g02vk 	 Parkinson's disease	 long-term degenerative neurological disorder that mainly affects movement 
12288 	 /m/0g092b 	 monster film	 film genre 
12289 	 /m/0g0rp 	 Worcester	 city and the county town of Worcestershire, England 
12290 	 /m/0g0syc 	 Pennsylvania's 12th congressional district	 None 
12291 	 /m/0g0vx 	 farmer	 person that undertakes agriculture 
12292 	 /m/0g0x9c 	 Invincible	 2006 sports film 
12293 	 /m/0g0z58 	 Oklahoma Sooners football	 football team of the University of Oklahoma 
